Brand Name,Generic Name,Tot_Mftr,Manufacturer,2017 Total Spending,2017 Total Dosage Units,2017 Total Claims,"2017 Total 
Beneficiaries",2017 Average Spending Per Dosage Unit (Weighted),"2017 Average 
Spending Per Claim","2017 Average 
Spending Per Beneficiary","2017 Outlier 
Flag",2018 Total Spending,2018 Total Dosage Units,2018 Total Claims,"2018 Total 
Beneficiaries",2018 Average Spending Per Dosage Unit (Weighted),"2018 Average 
Spending Per Claim","2018 Average 
Spending Per Beneficiary","2018 Outlier 
Flag"
Methocarbamol*,Methocarbamol,1,Solco Healthcar,57550.53,453256.5,5654,3209,0.125792547,10.17872833,17.93410097,0,922491.23,5794245.5,73208,37673,0.158313965,12.60096205,24.48680036,0
Methocarbamol*,Methocarbamol,1,Sallus Laborato,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,Marlex Pharm.,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,Oxford Pharmace,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,"Gsms, Inc.",3145.93,37326,455,157,0.084373574,6.914131868,20.0377707,0,3879.17,42396,528,226,0.09193654,7.346912879,17.16446903,0
Methocarbamol*,Methocarbamol,1,Camber Pharmace,5694892.54,46229599.5,542847,216235,0.122582946,10.49078753,26.33659001,0,4596334.43,29274525,361398,170433,0.15606973,12.7182066,26.96857082,0
Methocarbamol*,Methocarbamol,1,Major Pharmaceu,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,Burel Pharmaceu,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,Bayshore Pharma,,,,,,,,,320811.57,2088108,25128,19165,0.153252533,12.76709527,16.73945056,0
Methocarbamol*,Methocarbamol,1,Austarpharma Ll,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,Auromedics Phar,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,Granules Pharma,,,,,,,,,1392104.2,8081637.83,94127,61803,0.17172467,14.78963741,22.52486449,0
Methocarbamol*,Methocarbamol,1,Amer. Regent,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,Aci Healthcare,,,,,,,,,,,,,,,,
Methocarbamol*,Methocarbamol,1,AHP,1391.23,6722,186,117,0.210067894,7.479731183,11.8908547,0,12697.89,63614,963,776,0.199431521,13.18576324,16.36326031,0
Methocarbamol*,Methocarbamol,1,Westminster Pha,,,,,,,,,,,,,,,,
Methotrexate Sodium,Methotrexate Sodium/PF,3,Overall,761786.97,469793.85,52038,17583,1.623166789,14.63905166,43.32519877,0,1021145.2,597226.2,64862,20575,1.716023124,15.7433505,49.63038639,0
Methotrexate Sodium,Methotrexate Sodium/PF,1,Teva Parenteral,721386.7,446676.85,48837,16625,1.615008031,14.77131478,43.3916812,0,691990.94,388415.6,43029,16203,1.7815735,16.08196658,42.70758131,0
Methotrexate Sodium,Methotrexate Sodium/PF,1,West-Ward/Hikma,,,,,,,,,162512.29,114413.6,11298,5885,1.420393118,14.38416445,27.6146627,0
Methotrexate Sodium,Methotrexate Sodium/PF,1,Accord Healthca,40400.27,23117,3201,1762,1.747643293,12.62114027,22.92864359,0,166641.97,94397,10535,5369,1.765331208,15.81793735,31.03780406,0
Methotrexate*,Methotrexate Sodium,15,Overall,164176818.2,91725477.6,2523781,472257,1.877165304,65.05192731,347.6429532,0,146701682.4,95624674.16,2529653,486355,1.638711248,57.99280864,301.6349834,0
Methotrexate*,Methotrexate Sodium,1,Zydus Pharmaceu,13856235.31,7853567.848,206994,65464,1.764323627,66.94027513,211.6619105,0,23605988.53,14579468.47,363488,94545,1.619125456,64.94296519,249.6799252,0
Methotrexate*,Methotrexate Sodium,1,Teva USA,25580938.21,15824861.86,389445,92512,1.616503098,65.68562495,276.5148112,0,24412643.59,16191078.29,392240,118981,1.507783679,62.23904648,205.1810255,0
Methotrexate*,Methotrexate Sodium,1,Sun Pharma Glob,,,,,,,,,14560787.21,11510358.95,310409,88808,1.265015911,46.90839251,163.958058,0
Methotrexate*,Methotrexate Sodium,1,Roxane/West-War,27864722.82,15918239.24,427418,114929,1.750490265,65.19314306,242.4516251,0,36954458.56,23440441.29,584442,158855,1.576525719,63.23032664,232.6301253,0
Methotrexate*,Methotrexate Sodium,1,Qualitest/Par P,45969778.95,22541095.57,536727,134975,2.039376427,85.64834441,340.5799515,0,18392865.56,11797346.21,272080,93657,1.559068051,67.60094663,196.3853803,0
Methotrexate*,Methotrexate Sodium,1,Mylan Instituti,111420.93,47152,2229,756,2.363015991,49.98695828,147.3821825,0,66481.15,29912,1472,333,2.222557836,45.16382473,199.6430931,0
Methotrexate*,Methotrexate Sodium,1,Mylan,46850765.27,28334279.96,794555,164537,1.653501177,58.96478566,284.7430382,0,24960653.94,16990399.59,444841,145333,1.469103408,56.11140596,171.7480128,0
Methotrexate*,Methotrexate Sodium,1,Hospira/Pfizer,2975740.09,822066.5,139550,38356,3.619828919,21.32382723,77.5821277,0,3117286.4,859780.36,141159,38520,3.625677609,22.0835115,80.92643821,0
Methotrexate*,Methotrexate Sodium,1,Hospira-Novaplu,30433.72,9102.8,1629,1032,3.343336116,18.68245549,29.49003876,0,33269.2,9939,1792,1082,3.347338767,18.56540179,30.74787431,0
Methotrexate*,Methotrexate Sodium,1,"Gsms, Inc.",,,,,,,,,379.83,485,16,,0.783154639,23.739375,,1
Methotrexate*,Methotrexate Sodium,1,Avkare,314820.91,172316,5660,2128,1.826997551,55.62206891,147.942157,0,77699.79,47509,1497,605,1.635475173,51.90366734,128.429405,0
Methotrexate*,Methotrexate Sodium,1,Aurobindo Pharm,,,,,,,,,,,,,,,,
Methotrexate*,Methotrexate Sodium,1,App/Fresenius K,621961.95,202795.828,19574,9214,3.066936614,31.77490293,67.50183959,0,519168.6,167956,16217,7498,3.091098859,32.01384966,69.24094425,0
Methotrexate*,Methotrexate Sodium,1,Amneal Pharmace,,,,,,,,,,,,,,,,
Methotrexate*,Methotrexate Sodium,1,Accord Healthca,,,,,,,,,,,,,,,,
Methoxsalen,Methoxsalen,1,Overall,780449.6,13568,416,325,57.52134434,1876.080769,2401.383385,0,710025.3,13905,424,285,51.062589,1674.587972,2491.316842,0
Methoxsalen,Methoxsalen,1,Strides Pharma,780449.6,13568,416,152,57.52134434,1876.080769,5134.536842,0,710025.3,13905,424,160,51.062589,1674.587972,4437.658125,0
Methscopolamine Bromide,Methscopolamine Bromide,3,Overall,1921023.57,1124530,14015,4343,1.709649604,137.0691095,442.3264034,0,1715958.72,1048383.5,12450,3937,1.636718137,137.8280096,435.8543866,0
Methscopolamine Bromide,Methscopolamine Bromide,1,Par Pharm.,1277180.1,747986,9479,3222,1.703223664,134.7378521,396.3935754,0,1149800.66,699840,8584,2925,1.642230655,133.9469548,393.0942427,0
Methscopolamine Bromide,Methscopolamine Bromide,1,Breckenridge,131248.21,70451,986,538,1.86117328,133.1117749,243.9557807,0,32212.77,19344,243,109,1.647210803,132.5628395,295.53,0
Methscopolamine Bromide,Methscopolamine Bromide,1,Bayshore Pharma,512595.26,306093,3550,1210,1.684722604,144.393031,423.6324463,0,533945.29,329199.5,3623,1228,1.622953528,147.3765636,434.8088681,0
Methyldopa,Methyldopa,2,Overall,1002093.7,4522592.5,36810,8818,0.219625533,27.2234094,113.6418349,0,845710.55,3538286,29770,7939,0.237713808,28.40814746,106.5260801,0
Methyldopa,Methyldopa,1,Mylan,357461.82,1480099.5,12257,4682,0.240064785,29.16389165,76.34810338,0,272144.62,981361.5,8845,3562,0.275886317,30.76818768,76.4021954,0
Methyldopa,Methyldopa,1,Accord Healthca,644631.88,3042493,24553,6914,0.20942214,26.2547094,93.23573619,0,573565.93,2556924.5,20925,6504,0.221578283,27.41055818,88.1866436,0
Methylergonovine Maleate*,Methylergonovine Maleate,3,Overall,193205.49,9586,162,126,20.15496453,1192.626482,1533.376905,0,466322.95,9729.38,132,90,47.8128272,3532.749621,5181.366111,0
Methylergonovine Maleate*,Methylergonovine Maleate,1,West-Ward/Hikma,,,,,,,,,295349.71,6119.38,66,41,48.26464609,4474.995606,7203.651463,0
Methylergonovine Maleate*,Methylergonovine Maleate,1,Lupin Pharmaceu,193205.49,9586,162,112,20.15496453,1192.626482,1725.049018,0,170973.24,3610,66,54,47.36100831,2590.503636,3166.171111,0
Methylergonovine Maleate*,Methylergonovine Maleate,1,Amneal Pharmace,,,,,,,,,,,,,,,,
Methylin,Methylphenidate HCl,1,Overall,1891.07,9250,21,,0.197316693,90.05095238,,1,4430.43,27598.5,43,14,0.165623095,103.0332558,316.4592857,0
Methylin,Methylphenidate HCl,1,Shionogi Pharma,1891.07,9250,21,,0.197316693,90.05095238,,1,4430.43,27598.5,43,14,0.165623095,103.0332558,316.4592857,0
Methylphenidate ER,Methylphenidate HCl,18,Overall,37586146.43,6827826,155808,26498,5.765917537,241.2337392,1418.452201,0,38983334.18,7463220,169947,25694,5.462873037,229.3852447,1517.215466,0
Methylphenidate ER,Methylphenidate HCl,1,Trigen Laborato,1104549.97,157586,3867,2267,7.036615663,285.6348513,487.2298059,0,8363667.87,1214815,31111,5742,6.909134765,268.8331417,1456.577477,0
Methylphenidate ER,Methylphenidate HCl,1,Teva USA,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Rhodes Pharmace,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Patriot Pharmac,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Northstar Rx Ll,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Mylan,2306929.94,321601,8066,2496,7.202521721,286.0066873,924.2507772,0,2727488.16,393359,10615,2464,6.953042489,256.9466001,1106.93513,0
Methylphenidate ER,Methylphenidate HCl,1,Mallinckrodt Ph,9691821.53,2463107,49546,9930,4.053526991,195.6125929,976.0142528,0,8051550.15,2028975,40802,8553,4.066386022,197.3322423,941.3714662,0
Methylphenidate ER,Methylphenidate HCl,1,Lannett Co. Inc,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Kremers/Lannett,1347708.63,280383,7532,1934,4.821676632,178.9310449,696.8503775,0,1883812.31,385324,10618,2220,4.901111926,177.4168685,848.5641036,0
Methylphenidate ER,Methylphenidate HCl,1,Sun Pharmaceuti,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,"KVK-Tech, Inc.",3139445.82,817323,15073,4128,3.862928383,208.2827453,760.5246657,0,3851866.76,1090448,19859,4448,3.534349011,193.9607614,865.9772392,0
Methylphenidate ER,Methylphenidate HCl,1,Granules Pharma,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Dr.Reddy'S Lab,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Camber Pharmace,,,,,,,,,,,,,,,,
Methylphenidate ER,Methylphenidate HCl,1,Avkare,,,,,,,,,14715.01,2803,76,57,5.25333473,193.6185526,258.1580702,0
Methylphenidate ER,Methylphenidate HCl,1,Amneal Pharmace,,,,,,,,,704593.66,103113,2611,887,6.840446038,269.8558637,794.3558737,0
Methylphenidate ER,Methylphenidate HCl,1,Alvogen Inc,185435.75,50279,835,697,3.694157181,222.0787425,266.0484218,0,2139126.79,552052,10094,2351,3.886302862,211.9206251,909.8795364,0
Methylphenidate ER,Methylphenidate HCl,1,Actavis/Teva,19810254.79,2737547,70889,13333,7.259327811,279.4545669,1485.806254,0,11246513.47,1692331,44161,8721,6.657659955,254.6707156,1289.589895,0
Methylphenidate ER (La),Methylphenidate HCl,1,Overall,1881106.18,446506,10607,2181,4.216070283,177.3457321,862.4971023,0,1519102.43,367373,8727,2096,4.1469811,174.0692598,724.7626097,0
Methylphenidate ER (La),Methylphenidate HCl,1,Sandoz,1881106.18,446506,10607,2181,4.216070283,177.3457321,862.4971023,0,1519102.43,367373,8727,2096,4.1469811,174.0692598,724.7626097,0
Methylphenidate HCl,Methylphenidate HCl,18,Overall,17288082.53,25629516,362059,106989,0.664087507,47.74935171,161.5874766,0,23825206.13,39995941,551255,104835,0.588351102,43.21993656,227.263854,0
Methylphenidate HCl,Methylphenidate HCl,1,Upstate Pharma,368852.77,553027,7846,1818,0.653324371,47.01156895,202.8893124,0,132025.31,220022,3342,1066,0.58990909,39.50488031,123.8511351,0
Methylphenidate HCl,Methylphenidate HCl,1,Tris Pharma Inc,,,,,,,,,9423.15,12360,38,,0.660595634,247.9776316,,1
Methylphenidate HCl,Methylphenidate HCl,1,Solco Healthcar,,,,,,,,,,,,,,,,
Methylphenidate HCl,Methylphenidate HCl,1,Sandoz,1954343.91,2818522,45004,16495,0.678248595,43.42600458,118.4809888,0,253231.1,405264,6073,2980,0.614427755,41.69785938,84.9768792,0
Methylphenidate HCl,Methylphenidate HCl,1,Rising Pharm,,,,,,,,,,,,,,,,
Methylphenidate HCl,Methylphenidate HCl,1,Quagen Pharmace,,,,,,,,,,,,,,,,
Methylphenidate HCl,Methylphenidate HCl,1,Northstar Rx Ll,,,,,,,,,80384.46,134173,1688,1641,0.594752488,47.62112559,48.9850457,0
Methylphenidate HCl,Methylphenidate HCl,1,Mallinckrodt Ph,8288270.55,12088063.5,168594,39648,0.67366443,49.16112406,209.0463718,0,5350251.41,8399012,117591,31648,0.628083105,45.49881717,169.0549611,0
Methylphenidate HCl,Methylphenidate HCl,1,"KVK-Tech, Inc.",510824.83,861534,10111,4411,0.588004731,50.52169222,115.8070347,0,7396326.27,13017747,173353,41689,0.561733195,42.66627212,177.4167351,0
Methylphenidate HCl,Methylphenidate HCl,1,Gavis/Lupin,619549.02,786959.5,11261,2662,0.789312453,55.01722938,232.7381743,0,212933.82,262364,4030,1213,0.822134872,52.83717618,175.5431327,0
Methylphenidate HCl,Methylphenidate HCl,1,Eywa Pharma Inc,,,,,,,,,,,,,,,,
Methylphenidate HCl,Methylphenidate HCl,1,Caraco/Sun Phar,2811765.03,4342045,62599,21236,0.635768939,44.91709181,132.4055863,0,5254354.17,8832565,125512,29525,0.585072272,41.86336103,177.9628847,0
Methylphenidate HCl,Methylphenidate HCl,1,Camber Pharmace,2695110.06,4124912,56424,14698,0.645522508,47.7653137,183.3657681,0,4998552.71,8489339,117318,28650,0.581453213,42.60686945,174.4695536,0
Methylphenidate HCl,Methylphenidate HCl,1,Breckenridge,37924.85,52447,162,53,0.718000997,234.1040124,715.5632076,0,40380.63,65209,153,46,0.56404974,263.9256863,877.8397826,0
Methylphenidate HCl,Methylphenidate HCl,1,Ascend Laborato,,,,,,,,,,,,,,,,
Methylphenidate HCl,Methylphenidate HCl,1,Amneal Pharmace,,,,,,,,,95941.34,155949,2103,1462,0.607450696,45.62117927,65.62335157,0
Methylphenidate HCl,Methylphenidate HCl,1,Accord Healthca,,,,,,,,,,,,,,,,
Methylphenidate HCl,Methylphenidate HCl,1,AHP,1441.51,2006,58,16,0.718167845,24.85362069,90.094375,1,1401.76,1937,54,14,0.722226185,25.95851852,100.1257143,0
Methylphenidate HCl CD,Methylphenidate HCl,2,Overall,851923.84,202187,4997,2424,4.331348617,170.4870602,351.4537294,0,956329.96,242533,6041,1883,4.037125028,158.3065651,507.875709,0
Methylphenidate HCl CD,Methylphenidate HCl,1,Teva USA,851923.84,202187,4997,1339,4.331348617,170.4870602,636.2388648,0,956329.96,242533,6041,1418,4.037125028,158.3065651,674.4216925,0
Methylphenidate HCl CD,Methylphenidate HCl,1,Lannett Co. Inc,,,,,,,,,,,,,,,,
Methylphenidate HCl ER (Cd),Methylphenidate HCl,2,Overall,183340.9,45138,1044,793,4.235474172,175.6138889,231.1991173,0,1020205.03,266323,6507,1941,3.92036491,156.7857738,525.6079495,0
Methylphenidate HCl ER (Cd),Methylphenidate HCl,1,Mallinckrodt Ph,183340.9,45138,1044,343,4.235474172,175.6138889,534.5215743,0,829711.79,216631,5386,1204,3.916715013,154.0497196,689.1293937,0
Methylphenidate HCl ER (Cd),Methylphenidate HCl,1,Amneal Pharmace,,,,,,,,,190493.24,49692,1121,524,3.937901349,169.9315254,363.5367176,0
Methylphenidate La,Methylphenidate HCl,2,Overall,1740833.66,412167,9364,2709,4.24683908,185.9070547,642.6111702,0,1739640.4,419617,10055,2911,4.166027709,173.0124714,597.6092065,0
Methylphenidate La,Methylphenidate HCl,1,Mayne Pharma In,1740833.66,412167,9364,2141,4.24683908,185.9070547,813.0937226,0,1739640.4,419617,10055,2486,4.166027709,173.0124714,699.7748994,0
Methylphenidate La,Methylphenidate HCl,1,Granules Pharma,,,,,,,,,,,,,,,,
Methylprednisolone,Methylprednisolone,12,Overall,56705314.73,84386185.5,3805282,2901984,0.681059567,14.90173783,19.54018862,0,53866381.28,88846295.15,4010335,3068778,0.618041387,13.43189067,17.55303944,0
Methylprednisolone,Methylprednisolone,1,Zydus Pharmaceu,,,,,,,,,2586107.26,4199034.5,190125,168317,0.623177712,13.60214206,15.36450424,0
Methylprednisolone,Methylprednisolone,1,Sandoz,11290946.72,16389444.89,719569,571572,0.681183512,15.69126341,19.75419846,0,10402081.28,16318448,729757,592064,0.631441672,14.25417129,17.56918387,0
Methylprednisolone,Methylprednisolone,1,Par Pharm.,11852839.39,16546543,742205,584702,0.710283302,15.96976494,20.2715903,0,8436163.5,13983446,624277,509758,0.598542203,13.51349401,16.54934989,0
Methylprednisolone,Methylprednisolone,1,"Oakrum Pharma,",,,,,,,,,,,,,,,,
Methylprednisolone,Methylprednisolone,1,Major Pharmaceu,557.82,636,31,29,0.877075472,17.99419355,19.23517241,0,706.83,618,56,41,1.143737864,12.62196429,17.2397561,0
Methylprednisolone,Methylprednisolone,1,Jubilant Cadist,25705195.16,40286517.61,1823249,1432073,0.646090923,14.09856534,17.94964025,0,25886076.2,44340778.65,1993026,1574171,0.593492921,12.9883284,16.44425936,0
Methylprednisolone,Methylprednisolone,1,Ingenus Pharmac,,,,,,,,,,,,,,,,
Methylprednisolone,Methylprednisolone,1,Greenstone LLC.,4126348.56,5952624.496,286408,232551,0.802544492,14.40723918,17.74384354,0,4391581.57,6659431,321530,264386,0.762763057,13.65838824,16.61049212,0
Methylprednisolone,Methylprednisolone,1,Epic Pharma LLC,,,,,,,,,,,,,,,,
Methylprednisolone,Methylprednisolone,1,Bluepoint Labor,1805618.93,2553380.5,120180,98871,0.707148398,15.02428799,18.26237147,0,1462278.38,2275461.5,107384,89175,0.642629366,13.61728358,16.39785119,0
Methylprednisolone,Methylprednisolone,1,Actavis/Teva,1921668.61,2655252,113506,96585,0.716057683,16.93010599,19.89613926,0,700166.98,1067870.5,44113,38689,0.643310591,15.87212341,18.09731397,0
Methylprednisolone,Methylprednisolone,1,AHP,2139.54,1787,134,91,1.197280358,15.96671642,23.51142857,0,1219.28,1207,67,42,1.010173985,18.19820896,29.03047619,0
Methylprednisolone Acetate,Methylprednisolone Acetate,3,Overall,28565.36,4661,2025,1932,7.175397148,14.10635062,14.78538302,1,158415.26,15160.8,7841,6389,10.88677225,20.20345109,24.79500078,0
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Teva Parenteral,28565.36,4661,2025,1616,7.175397148,14.10635062,17.67658416,1,158415.26,15160.8,7841,6172,10.88677225,20.20345109,25.6667628,0
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Northstar Rx Ll,,,,,,,,,,,,,,,,
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Amneal Bioscien,,,,,,,,,,,,,,,,
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,3,Overall,613123.21,177588.622,11390,5445,4.931366508,53.82995698,112.602977,1,547608.9,146142.749,11154,5496,3.888619105,49.09529317,99.63771834,1
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,West-Ward/Hikma,,,,,,,,,,,,,,,,
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,App/Fresenius K*,610684.19,176770.122,11327,5139,4.930040082,53.91402755,118.833273,1,542425.27,145326.749,10984,5115,3.84246651,49.38321832,106.0459961,1
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,Amneal Bioscien,2439.02,818.5,63,54,5.1698496,38.71460318,45.16703704,1,5183.63,816,170,128,6.870619731,30.49194118,40.49710938,0
Methyltestosterone,Methyltestosterone,1,Overall,1035379.81,16445,218,59,62.96015871,4749.44867,17548.81034,0,775721.53,12375,225,61,62.68456808,3447.651244,12716.74639,0
Methyltestosterone,Methyltestosterone,1,Amneal Pharmace,1035379.81,16445,218,59,62.96015871,4749.44867,17548.81034,0,775721.53,12375,225,61,62.68456808,3447.651244,12716.74639,0
Metoclopramide HCl ODT,Metoclopramide HCl,1,Overall,35679.83,4817,84,87,7.406821855,424.759881,410.1129885,0,273070.69,37672,585,361,7.248520189,466.7875043,756.4285042,0
Metoclopramide HCl ODT,Metoclopramide HCl,1,Lupin Pharmaceu,35679.83,4817,84,71,7.406821855,424.759881,502.5328169,0,273070.69,37672,585,355,7.248520189,466.7875043,769.2132113,0
Metoclopramide HCl*,Metoclopramide HCl,13,Overall,10143222.67,139050958.9,1313938,460513,0.085864445,7.71971179,22.02592038,0,10533935.69,133795598.4,1263006,440166,0.090056361,8.340368684,23.93173414,0
Metoclopramide HCl*,Metoclopramide HCl,1,Teva USA,7557800.81,83795167.84,998837,344557,0.090135001,7.566600767,21.93483461,0,7319508.86,79097546.7,932064,325945,0.092506481,7.853011016,22.4562698,0
Metoclopramide HCl*,Metoclopramide HCl,1,Teva Parenteral,15864.64,28852,908,352,0.549862748,17.47207049,45.07,0,25205.8,24779,765,281,1.017224263,32.94875817,89.70035587,0
Metoclopramide HCl*,Metoclopramide HCl,1,Ranbaxy Pharmac,7383.64,82699.5,1124,426,0.089133332,6.569074733,17.33248826,0,6287.59,68364,967,385,0.091898322,6.502161324,16.3314026,0
Metoclopramide HCl*,Metoclopramide HCl,1,Pharm Assoc Inc,778558.3,32078633.4,58819,14324,0.024259529,13.23651031,54.35341385,0,768023.1,22445900.15,41341,11944,0.034157316,18.57775816,64.30200101,0
Metoclopramide HCl*,Metoclopramide HCl,1,Par Pharm.,907049.92,11744353,140788,68587,0.077232856,6.442665,13.2248082,0,1100308.02,11471446.5,137670,67963,0.095917112,7.992358684,16.18980946,0
Metoclopramide HCl*,Metoclopramide HCl,1,Vistapharm,5281.45,15713,45,24,0.336119773,117.3655556,220.0604167,0,1651.88,13563,34,18,0.121793114,48.58470588,91.77111111,0
Metoclopramide HCl*,Metoclopramide HCl,1,Mylan Instituti,12384.37,96726,1441,363,0.128058276,8.594288688,34.11672176,0,6859.19,49898,825,234,0.138541555,8.314169697,29.31277778,0
Metoclopramide HCl*,Metoclopramide HCl,1,Impax/Amneal,807236.33,9509902.9,107736,44086,0.084740324,7.492726015,18.31049154,0,954256.7,11733992.49,132355,53555,0.081212826,7.209827358,17.818256,0
Metoclopramide HCl*,Metoclopramide HCl,1,Hospira/Pfizer,9603.56,17813.28,671,358,0.53912362,14.31230999,26.82558659,0,13418.33,21399.58,741,320,0.627037073,18.10840756,41.93228125,0
Metoclopramide HCl*,Metoclopramide HCl,1,Avkare,886.62,8246,117,68,0.109860407,7.577948718,13.03852941,0,1072.95,9224,129,49,0.116975309,8.317441861,21.89693878,0
Metoclopramide HCl*,Metoclopramide HCl,1,Avet Pharmaceut,146.89,89,26,20,1.650449438,5.649615385,7.3445,1,207.69,112,37,28,1.854375,5.613243243,7.4175,0
Metoclopramide HCl*,Metoclopramide HCl,1,Ani Pharmaceuti,34990.72,1629242,2827,1148,0.021476687,12.37733286,30.47972125,0,336134.32,8852059,15982,4473,0.037972445,21.03205606,75.14739996,0
Metoclopramide HCl*,Metoclopramide HCl,1,AHP,6035.42,43521,599,142,0.138678339,10.07582638,42.50295775,0,1001.26,7314,96,22,0.136896363,10.42979167,45.51181818,0
Metolazone,Metolazone,9,Overall,40690145.24,28157790.02,942530,272949,1.428484611,43.17119375,149.0760004,0,42831382.81,28569808.38,959769,284615,1.487439352,44.62676208,150.4888457,0
Metolazone,Metolazone,1,Alembic Pharmac,,,,,,,,,,,,,,,,
Metolazone,Metolazone,1,Amici Pharmaceu,,,,,,,,,,,,,,,,
Metolazone,Metolazone,1,Bayshore Pharma,,,,,,,,,,,,,,,,
Metolazone,Metolazone,1,Lannett Co. Inc,,,,,,,,,6521620.03,4184330.492,145517,68954,1.547091523,44.81689445,94.57928518,0
Metolazone,Metolazone,1,UCB Pharma,4020868.58,3535261.398,143772,49404,1.129388782,27.96697952,81.38751073,0,1944882.56,1706565.734,72699,26643,1.131733445,26.75253525,72.99788162,0
Metolazone,Metolazone,1,Sandoz,2880049.56,2034935,49813,28228,1.407448281,57.81722763,102.0281125,0,13010826.84,8871836.992,252076,103024,1.456080043,51.6146989,126.2892806,0
Metolazone,Metolazone,1,Mylan Instituti,149448.5,87974,4136,1604,1.696736321,36.13358317,93.17238155,0,291232.35,171946.841,7173,3806,1.691167248,40.60119197,76.5192722,0
Metolazone,Metolazone,1,Mylan,33639778.6,22499619.62,744809,233077,1.486136975,45.16564462,144.3290355,0,21062821.03,13635128.32,482304,181825,1.536418105,43.67125512,115.8411716,0
Metolazone,Metolazone,1,Major Pharmaceu,,,,,,,,,,,,,,,,
Metopirone,Metyrapone,1,Overall,,,,,,,,,460339.26,23292,125,29,19.76383565,3682.71408,15873.76759,0
Metopirone,Metyrapone,1,Laboratoire Hra,,,,,,,,,460339.26,23292,125,29,19.76383565,3682.71408,15873.76759,0
Metoprolol Succinate,Metoprolol Succinate,23,Overall,656265844.9,1332378267,21549525,4520053,0.491202218,30.45384272,145.1898562,0,705312521.9,1523596196,23105122,4903786,0.462135208,30.52624097,143.8302002,0
Metoprolol Succinate,Metoprolol Succinate,1,Zydus Pharmaceu,,,,,,,,,10411384.61,24666655,338358,229776,0.421476241,30.770322,45.3110186,0
Metoprolol Succinate,Metoprolol Succinate,1,TWI Pharmaceuti,,,,,,,,,,,,,,,,
Metoprolol Succinate,Metoprolol Succinate,1,Slate Run Pharm,,,,,,,,,,,,,,,,
Metoprolol Succinate,Metoprolol Succinate,1,Par Pharm.,172766743.6,330376291.7,5576952,1303963,0.51884879,30.9787037,132.4935934,0,20686091.7,38170203,722148,434206,0.53075813,28.64522466,47.64119266,0
Metoprolol Succinate,Metoprolol Succinate,1,New American Th,,,,,,,,,,,,,,,,
Metoprolol Succinate,Metoprolol Succinate,1,Mylan Instituti,29438.27,50373.5,1883,490,0.59965729,15.63370685,60.07810204,0,23940.36,48229,1544,389,0.502614307,15.50541451,61.5433419,0
Metoprolol Succinate,Metoprolol Succinate,1,Mylan,843839.92,1660194.4,37368,14062,0.509023474,22.58188611,60.00852795,0,,,,,,,,
Metoprolol Succinate,Metoprolol Succinate,1,Major Pharmaceu,128097.1,213351,6931,2240,0.596507899,18.48176309,57.18620536,0,264050.3,447995.5,13598,3872,0.589417169,19.41831887,68.19480888,0
Metoprolol Succinate,Metoprolol Succinate,1,Legacy Pharmace,4831793.3,11262307.7,180141,52583,0.427400341,26.82228532,91.88888614,0,4612749.71,10540898,155328,49203,0.435090862,29.69683322,93.74935898,0
Metoprolol Succinate,Metoprolol Succinate,1,Lannett Co. Inc,,,,,,,,,103399672.3,244341846.2,3420923,1147153,0.421875487,30.22566492,90.13590367,0
Metoprolol Succinate,Metoprolol Succinate,1,Ingenus Pharmac,,,,,,,,,27266378.32,56832924.98,975332,465533,0.474709627,27.95599685,58.57023738,0
Metoprolol Succinate,Metoprolol Succinate,1,Northstar Rx Ll,,,,,,,,,32954.08,72667,938,933,0.448684953,35.13228145,35.32055734,0
Metoprolol Succinate,Metoprolol Succinate,1,Wockhardt USA L,25690.2,50761,1238,739,0.513321676,20.75137318,34.76346414,0,15022.95,30087,716,295,0.498990197,20.98177374,50.92525424,0
